entry,translation,predicted_cluster
"
    dünyadaki olayları anlamlandırmak adına getirilen dini açıklamaların kuşaktan kuşağa aktarıldığı, yaşamı açıklamaya yönelik tanrısal anlatıdır. örneğin hristiyanlık yayılmadan önce norveç'te, bereket tanrısı olarak da tapınılan thor'un iki keçinin çektiği bir araba ile gökyüzünde dolaştığına inanılırdı. thor, salladığı zaman şimşek çakan ve fırtınalar koparan bir çekice sahipti. toprakla uğraşanlar için yağmur hayati bir önem taşıdığından thor, ekinleri yöneten bereket tanrısı olarak anılırdı.
  ","It is a divine narrative to explain life, where religious explanations brought from generation to generation are transferred from generation to generation.For example, before Christianity spread, it was believed that Thor, who was also worshiped as a god of fertility in Norway, was wandering in the sky with a car attracted by two goats.Thor had a chest of lightning and storms when he shook.Thor was known as the god of fertility that ruled the crops, as rain was vital for those who deal with the soil.",0
"
    devletin aynı anda hem her yerde olduğunu, hem de hiçbir yerde olmadığını gösteren devlet kurumu. bylock uygulamasını patlatmasıyla klasik istihbarat yöntemlerinin dışında da rüşdünü ispat etmiştir.
  ","The state institution showing that the state is both everywhere at the same time and that it is not anywhere.With the explosion of ByLock application, he proved his bustle in addition to classical intelligence methods.",1
"
    ""neden böyle"" sorusuna mitler cevap verir genelde. en basitinden ademoğlunun cennetten kovulma hikayesini örnek verelim. bu mitoloji tevratta da geçer. yılan, elma, adem,havva hikayesi... cennetten kovulduktan sonra her birine verilen ceza vardır. yılanın cezası ömür boyunca sürünmek ve toprak yemek, insanoğluyla düşman olmak. kadının cezası doğum sancısı çekmek. erkeğin cezası ise kendi emeğinin karşılığı ile ancak hayatta kalabilmek.
  ","Myths usually answer the question ""why"" the question.In the simplest, let us give an example of the story of Ademoğlu's expelled from heaven.This mythology also passes in the Torah.Snake, apple, Adam, Eve story ... After being expelled from heaven, there is a penalty given to each.The punishment of the snake is to crawl throughout life and eating soil, to be an enemy with human beings.The punishment of the woman is a painful pain.The penalty of the man is to survive only with the return of his own labor.",0
"
    doğaüstü varlıkların eylemlerinin öyküsünden oluşan kutsal öykülerdir. gerçek ve kutsal kabul edilir. her zaman yaratılış ile ilgilidir.
  ",They are the sacred stories of the acts of the actions of supernatural beings.it is considered real and sacred.it is always about creation.,0
"
    ismime ilham kaynağı olan üniversite.<br/>amerika'da bulunan ilim, irfan, teknoloji yuvası.&#13;
  ","University, which inspires my name.",1
"
    en büyük haber kaynağı kıraathaneler olan haber alma kurumu. sen darbeyi o gün öğreniyorsun, erdoğan'a suikast girişimi olacağını önceden haber alıyorsun. böyle bir başarı sadece kıraathanelerde oturup çay içerken gerçekleşebilir.
  ","The biggest news source of the news is the Kiraathaneler.You learn the coup that day, you get news in advance that there will be an attempt to assassinate Erdogan.Such a success can only be achieved while sitting in the cafes and drinking tea.",1
"
    hello stalker
  ",Hello Stalker,1
"
    zeytindalı harekatında iki askerimizi şehit eden 9 tane teröristi yakalayıp hataya getiren son günlerde başarılı operasyonlara imza atan milli istihbarat teşkilatımız.
  ","Our National Intelligence Organization, which has signed successful operations in recent days, caught 9 terrorists who martyred two soldiers in the Operation of Zeytindalı.",1
"
    ""mit yaşamın temelidir; yaşamın bilinçaltı bir itkiyle kendi özelliklerini yeniden üretirken içine aktığı zamandışı kalıp, inanca dayalı formüldür."" demiş `thomas mann`
","""MIT is the basis of life, life is the formula based on faith, when life flows into it when it reproduces its own characteristics with a subconscious impulse.""he said `Thomas Mann`",0
"
    eski sevgililerinin, eskiden takık olduğu hatunların numarasını bulup onlara mesaj atan zavallı tipleri bünyesinden temizlerse başarılı bir teşkilat olabilir.<br/><br/>düşünsene lan. koskoca mit mensubusun, teşkilatın imkanlarını kullanarak bi’ ara takıldığın ama sana yol veren karının numarasını falan bulup tekrar yazıyorsun. üzücü...<br/><br/>edit: bir kısım dalyarakları kibarca uyarmak isterim. söz konusu eylemi yapan eski bir arkadaşım. ayrıca belirtmeden geçemeyeceğim şey de şu;<br/><br/>ulan top, seni bi’ sikerim, çığlıkların ananın amından yankı yapar. kalabalık yapma, siktir git.&#13;
  ","If he finds the number of the chicks he used to be the number of chicks that he used to be obsessed with them, he can be a successful organization if he cleanses the poor types from his body. <br/> <br/> Imagine.You find the number of the wife of the organization, using the possibilities of the organization, but you find the number of your wife's number or something.sad ... <br/> <br/> Edit: I would like to politely warn some of the daly.An ex -friend of the action in question.Also, what I cannot pass without mentioning is this;Do not crowd, fuck go. &#13;",1
"
    fazla mutevazilik kibirdendir demisler. bu yuzden cok mutevazi olamayacagim: sayet bu kurumda calisiyor olsaydim, bunyelerinde beni bulundurdiklari icin sansli olurlardi. <br/><br/>bazen potansiyelimi heba ettigimi dusunuyorum. minnacık detaylardan öngördüğüm/ buldugum seyler bazen ahh be keske bir ajan, dedektif, efendime soyleyeyim bir cinayet masasi çalışanı olsaydım dedirtiyor. <br/><br/>tanim: duyduguma gore bazi is tekliflerini sms ile yapip mulakata cagiran, devletin guvenligi ile ilgili calismalar yuruten kurum.<br/><br/>edit: eksik kelime&#13;
  ","They said it is too much mutevazism.Therefore, I will not be very mutevazi: If I were working in this institution, they would have been in a chance because they had me in their buns.<br/> <br/> Sometimes I think I wasted my potential.The things I foresee from the tiny details, sometimes ahh be very wish, a detective, let me tell my master if I were a murder table employee.<br/> <br/> Definition: According to I heard, some business offers are made by sms and calling for mulakata, the institution related to the security of the state. <br/> <br/> Edit: Missing Word &#13;",1
"
    mit: söylen, mitos<br/>söylenti: rivayet<br/>türk mitolojisinde göktürk, altay yaradılış , vs, efsaneleri anlatılarını gözardı etmek, köklü, zengin bir kültürü gömmek anlamı taşır. oysa, antik yunan mitolojisi hikayeleri günümüz sinemasında senaryolaştırılmış örnekleri mevcut. kitaplaştırılmış halleri uzun yıllardır var.&#13;
  ","MIT: Rumor, Mitos <br/> Rumor: narrated <br/> In Turkish mythology Göktürk, Altay Creation, etc.However, there are examples of screenplayed in today's cinema stories of ancient Greek mythology.Bookized states have been for many years. &#13;",0
"
    efsaneleşen kavram ya da kişi.
  ",legendary concept or person.,0
"
    mit: latince mythus, yunanca muthos. anlatı, öykünce, masaldan (fable) köken alır. <br/>mit; geleneksel olarak yayılan ya da toplumun hayal gücüyle biçim değiştiren , tanrı, tanrıça ve evrenin doğuşu ile ilgili imgesel , alegorik anlatımı olan halk öyküsü, mitos, anlamına gelir. <br/>talat parman&#13;
  ","MIT: Latin Mythus, Greek Muthos.The narrative is originally from the fairy tale.<br/> MIT;The folk story, Mitos, which is traditionally spread or changes in the imagination of God, Goddess and the universe, which is traditionally spread or changes in shape with the imagination of society, means mythos.<br/> Talat Parman &#13;",0
"
    (bkz: `milli istihbarat teşkilatı`)&#13;
  ",(see: `National Intelligence Organization) &#13;,2
"
    yunanca'da ""mythos"" kavramından türemiştir. mit, çoğu zaman toplumların gelenek ve göreneklerini yansıtan hikaye veya öykülerdir. bu tanıma göre her milletin mit'leri vardır. örneğin yunanistan'dan da bulunan tanrı ve tanrıça hikayeleri, türkiye için ergenekon destanı vb. içerisinde toplumların kültürlerlerinin izlerini taşıyan doğaüstü hikayelerdir.
  ","It derives from the concept of ""Mythos"" in Greek.MIT is often stories or stories that reflect the traditions and traditions of societies.According to this definition, every nation has MITs.For example, the stories of God and Goddess from Greece, Ergenekon epic for Turkey and so on.They are supernatural stories that carry the traces of the cultures of societies.",0
"
    mit sözcüğü etimolojik olarak `antik yunanca`daki `mutos` sözcüğüne dayanır. mutos ""söz, söylenen/anlatılan şey"" anlamına gelir (dolaylı bkz. `logos`). anlatılar anlatılageldikleri toplumlarda kabul görür, kullanılır ve kuşaktan kuşağa aktarılır. böylece gelenekselleşir. gelenekselleştiği için efsanevi ve destansı özellikler de kazanır, doğaüstü öğelerle harmanlanarak dinsel bir kimliğe bürünür. aslında `mitoloji` `eskiçağ`’ın ve ait olduğu toplumun dinidir.&#13;
  ","The word MIT is etymologically based on the word `mutos` in ancient Greek.Mutos ""means what is said/described"" (indirect see `Logos`).The narratives are accepted, used and transferred from generation to generation in the societies they are told.Thus, it becomes traditional.Since it becomes traditional, legendary and epic features gain, blending with supernatural elements and becomes a religious identity.In fact, `mythology` is the religion of ancient and the society to which it belongs. &#13;",0
"
    em ay ti lan... `mit` deyip geçmeyin: `massachusetts ınstitute of technology`.<br/>`caltech`'i öğrenip `mit`'i bilmemek olmaz şimdi. bizi üzmeyin.&#13;
  ",Em moon ti lan ... `` mit` do not say: `Massachusetts Institute of Technology`.Don't upset us. &#13;,1
"
    istanbul'daki yeni yerleri maslak'ta sarıyer belediyesi'nin yanındaki minik saraymış.<br/>güvenlik önlemleri, bina şekline falan bakınca zaten ya reyiz kendine yeni yer yaptırmış ya da o ayarda biri burada olacak diye düşündürüyor.<br/>güzel bina, hafiten osmanlı dönemi mimarisi izleri var gibime geldi.&#13;
  ","The new places in Istanbul were the tiny palace next to Sarıyer Municipality in Maslak., I see the traces of the architecture of the Ottoman period. &#13;",1
"
    sanıldığının aksine eskilerin masalsı hikayeleri değildir. bir olguyu insanların daha iyi kavrayacağı, duygusal yöntemlerle işlemektir. <br/>örneğin, metroya bindiğinizde durakları gösteren tabela gibidir. bir haritadır o, ama diğer haritalar gibi mesafe, yükseklik, eğim göstermez. anlatılmak isteneni kendine has bir yöntemle anlatır.<br/>metro haritası ne kadar gerçekse mitler de o kadar gerçektir. sadece doğru yerden bakmayı bilmek gerekir.&#13;
  ","Contrary to popular belief, it is not the fairy tale stories of the ancients.It is to process a phenomenon with emotional methods that people will better grasp.<br/> For example, the signage showing the stops when you get on the subway.It is a map, but like other maps, distance, height, no slope.It describes what is meant in a unique method.You just need to know how to look at the right place. &#13;",0
"
    tarihi, fiziki ve felsefi genel bir konuyu alegori şeklinde işleyen hayal ürünü eserlerin genel adı. mit, çeşitli şekillerde tanımlanır, onu efsaneden kesin olarak ayırt etmek zordur. bununla birlikte mit, genel olarak sembolik, çoğu zaman kozmogonik bir anlam taşır.
  ","The general name of imaginary works that work in the form of allegory.The myth is defined in various ways, it is difficult to distinguish it from the legend.However, myth generally has a symbolic and often cosmogonic meaning.",0
"
    milli istihbarat teşkilatının kısaltılmış adı.
  ",The abbreviated name of the National Intelligence Organization.,1
"
    ulusların büyük imparatorluklar kurmalarının müsebbibi. <br/>ortak payede buluşan küçük ve büyük toplumlar kurgu sayesinde birlik oluşturarak emsalsiz devletler kurmayı başarabilmişlerdir.&#13;
  ",The permission of nations to establish great empires.<br/> Small and large societies that meet on the common pillars have succeeded in establishing unique states by creating unity thanks to fiction. &#13;,0
"
`jeffrey burton russell` , mephistopheles'inde şöyle ifade eder; mitler, bilinçdışının, bilinç tarafından arıtılmış ve değişime uğratılmış ürünleridir. insanın varoluş gerçeğinin simgesel doğasıdır. mitler itibari olarak edebi ve bilimsel herhangi bir gerçekliğe sahip olmasalar da insan bilincinin daha derin bir düzleminde daha derin bir gerçekliği ifade ederler.&#13;
  ","`Jeffrey Burton Russell`, Mephistopheles'de expresses as follows;Myths are the products of the unconsciously purified and changed by consciousness.It is the symbolic nature of the reality of human existence.Although myths do not have any literary and scientific reality, they express a deeper reality in a deeper plane of human consciousness. &#13;",0
"
    ilk yunan düşünürlerinde tanrı düşüncesi<br/><br/>“mit, kutsal bir öyküyü anlatır; en eski zamanda, ‘başlangıçtaki’ masallara özgü zamanda olup bitmiş bir olayı anlatır. bir başka deyişle mit, doğaüstü varlıkların başarıları sayesinde, ister eksiksiz olarak bütün gerçeklik, yani kozmos olsun, isterse onun yalnızca bir parçası (sözgelimi bir ada, bir tür bitki, bir insan davranışı, bir kurum) olsun, bir gerçekliğin nasıl yaşama geçtiğini anlatır. demek ki mit, her zaman bir ‘yaratılış’ın öyküsüdür”. evet, işte bu yaratılış öyküsü olan mitler biz insanların yanıt arayışı bakımından ilk olması bakımından büyük bir öneme sahiptir. dünyada ilk zamanlardan bugüne kadar varolmayı sürdüren her milletin yaratılış öykülerini yorumlama biçimleri -yani mitler- benzerlik göstermekler birlikte birbirinden farklıdır. hem dayandığı kökenlerin ve anlatılarının eskiliği hem de nitelik bakımından önde gelen mitolojilerden birisi yunan mitolojisidir.<br/><br/>avrupa felsefesinin başlangıcını ne zaman anlatmaya başlarsak başlayalım muhakkak önce yunanlıları düşünürüz. doğal ya da felsefi teolojinin kökeni ararken sarf ettiğimiz gayret de bizi onlara yani yunanlılara götürür. doğal teoloji ( thelogia naturalis) batı hristiyan toplumu için önemli bir kavramdır ve bu kavram da st augustinus tarafından bu döneme kadar gelmiştir. augustinus de civitate devi kitabının ilk beş kitabında barbar bazı tanrılara saldırır, altıncı kitabında ise hristiyan dinin tek tanrı inancını açıklayarak onun yunan felsefesindeki benzerliklerini gözler önüne serer. hatta tamamen eş değer olduğunu söyler. augustinus a göre yunan dünyasının tek temsilcisi platon dur. ve fakat biliyoruz ki ortaçağ da bu durum tersi bir yöndeydi yani aristoteles daha önemli konumdaydı. fakat rönensans la beraber yine platon önemini tekrar kazanmıştı. <br/><br/>augistinus çok önemsediği ansiklopedist ve üretken bir yazar olan varro ya göre teoloji 3 türe ayrılıyor:<br/>1)mitsel<br/>2)siyasal<br/>3)doğal<br/><br/>mitsel de tanrılar şairler tarafından tasvir edilen bir dünya var.<br/>siyasal teolojide, resmi devlet dinini bu dinin kurum ve kültürlerini içeren bir dünya var.<br/>doğal teolojide ise, gerçekliğin doğasında kendini açığa vuran kutsalın doğasını ele alan bir teori olarak filozofların dünyasıydı.<br/><br/>augustinus a göre gerçek din, hakikate dayanan bir din demekti ve şairlerin mitsel teolojisi hoş bir hayal dünyasından başka bir şey sunmuyordu. yani ona göre gerçek din sadece doğal teolojidir. ayrıca ona göre gerçek din kendini sadece bir ulusla sınırlı tutulamaz. tanrı doğası gereği evrenseldir ona göre ve evrensel olduğu için de ona evrensel olarak itaat ya da ibadet edilmelidir. bu fikir aynı zamanda hristiyanlık öğretisinin temelini oluşturan bir unsurdur. augustinus da bu fikri yunan evrenselciliğinden alır. bu bağlamda ele alırsak yunan felsefesinin doğal teoloji olduğu yargısına varırız. devlet ya da mitsel teolojinin doğayla hiçbir ilgisi yokken doğal teoloji bizzat doğayla ilişkilidir. doğal ve mitsel teoloji tamamen yapay yahut insan eliyle oluşturulmuş gelenekler bütünüdür diyebiliriz. <br/>yani buradan iki sonuca varırız:<br/>-doğası itibarıyla<br/>-uzlaşma ürünü, insanlar tarafından kabul edilmiş gelenekler <br/>doğası itibarıyla olana doğal teoloji alınırken uzlaşma ürünü ya da yapay olarak elde edilmiş olana da mitsel ya da devletin tanrılarını, teolojisini koyarız.<br/>buradan şu sonuç çıkar: doğal teolojiye göre devletin tanrıları ve şadlerin tanrıları bizzat aynı düzeydedir. varro teolojiyi 3e ayırmasındaki amaç aradaki keskin ayrımı belirtmekti. <br/><br/>aslına bakıldığında da teoloji kavramı varro nün ve augustinus’un da kullanımından da daha eskiye dayanıyor. teoloji kelimesi de yunanlılara ait bir kavram olması bizi şaşırtmamıştır. onların spesifik bir ürünüdür diyebiliriz.<br/>theologia yı köklerine ayırırsak theoi tanrıya ya da tanrılara yaklaşmak anlamına gelir.<br/><br/>teoloji kavramını ilk kullanan platondur ayrıca bu fikrin yaratıcısı da odur diyebiliriz. sonrasında aristoteles de kullanmıştır. bu kelime onlarla varlığını başlatmış sürdürmüş diyebiliriz. bu kavramın yaratıcısına platona dönersek ilk olarak devlet adlı eserinde şiirin felsefi standart ölçümlerini tespit etmek için bu kavramı gündeme getirdi. hatta kitabı okuduysanız biliyorsunuzdur, tanrıları yerecek bir destan anlatımına izin vermez platon kitabında, tanrıların insan gibi tasvir edilmesine de karşıdır. homeros ve hesiodos şiirlerine atıfta bulunarak bunları gafletle suçlar ve kitabında bu kişilerden kötü bahseder. tanrılara atfedilen insani zaaflar, çünkü insan eksiktir, zaafları vardır zevkleri vardır. platon ve sokrates in tanrı anlayışlarına tamamen bir anlayıştı. dolayısıyla bu kelime mitsel gelenekle tanrı geleneğine ait çatışmadan ortaya çıktı. platonun bu eseri bize platon un yüksek düzeyde teolojiye ulaştığını gösterir. yunan felsefesi şüphecilik hariç teolojiye varmıştır en son noktada. aristoteles e göre teoloji bütün felsefi varlık incelemelerinin nihai ve en yüksek hedefidir, hatta buna daha sonra aristoteles metafizik diyecektir. yani teolojinin bittiği yerde felsefe başlar diyebiliriz. <br/><br/>aristoteles ten önceki yazarlar, doğa filozoflarıyla ve ilk yunan şairleri arasında bazı benzerlikler tespit etmişlerdir. <br/>yani konunun özüne dönersek aslında başlangıçtan beri insanların sürekli arayışları olmuştur. bu arayışlar da çeşitlilik gösterebilmiştir. kimisi mitolojik olmuştur, kimi bu arayışını felsefe ile yapmıştır kimi bilim ve teknolojiyle. mitoloji bu anlamda ilkel insanın yanıt arama biçimi olarak felsefe bilim ve teknolojiden bile daha eski köke dayanır.<br/>mircae elliade ye göre mit bir yaratılışın öyküsüdür.&#13;
  ","In the early Greek thinkers, the thought of God <br/> <br/> “Myth tells a sacred story;In the oldest time, it describes an event that is happening in the ‘initial’ fairy tales.In other words, thanks to the achievements of supernatural beings, the myth describes how a reality is in life, whether all reality, that is, cosmos, or just a part of it (for example, a kind of plant, a human behavior, an institution).Thus, myth is always the story of a ‘creation”.Yes, the myths that have a story of creation are of great importance in terms of being the first in terms of the search for response.The ways of interpreting the stories of creation of every nation that has been existing since the early days in the world - that is, the likes of the myths - are different together.One of the leading mythologies in terms of the oldness and quality of the origins and narratives on which it is based is Greek mythology. <br/> <br/>",0
"
    eyropada kol gezerler, yolları tırıs tırıs teperler, kolay bulunurlar, ucuzdurlar, motorlarla uğraşırlar, işten anlamazlar,füler bağlarlar, dep dep dep gezerler, dep dep olurlar, la la sülerler, danke danke alırlar, canlar canlar sülerler, ucuzdurlar.
  ","They walk around in the Eyrop, they are easy to climb the roads, they are easy to find, they are cheap, they deal with engines, they don't understand work, they don't understand work, they do not understand work, they do not understand, they get out of the wands, the deposes, they are wanders, they get danke danke, the souls are cheap, they are cheap.",1
"
    trt’nin projesi kapsamında birkaç mensubuyla tanışma şansı yakaladım. adamlar düşündüğümen çok daha eğlenceli tipler çıktı. bu adamlar nasıl bu mesleği seçmiş diye uzun uzun düşünüyorsun. başka bir ortamda tanışsan hayatta kondurmazsın. bu da bir başarıdır.
  ","Within the scope of TRT's project, I had the chance to meet a few members.The guys came out of much more fun types.You think about how these guys have chosen this profession.If you meet in another environment, you won't be in life.This is a success.",1
"
    ismi oluşumuna en çok yakışan kurumumuz. varlığı/yokluğuna emin olunamayan, destan anlamı taşır
  ","Our institution is the most worthy of the formation of the name.It means epic, which cannot be sure of its existence/absence",0
"
    bu ülkenin potansiyeli kullanıldığında neler yapabileceğine dair en iyi örneklerden olduğuna inandığım kurum,yalnız bu gücü kamuoyu lehine mi kullanılıyor ondan emin değilim..<br/><br/>yine de dünyanın en güçlü bir kaç istihbarat örgütünden biri bence,umarım yanılmıyorumdur..&#13;
  ","The institution I believe is one of the best examples of what can be done when the potential of this country is used, I am not sure whether this power is used in favor of the public.&#13;",1
"
`aaron swartz`'ın katili olan üniversitedir.&#13;
  ",`Aaron is the murderer of Swartz.,1
"
    15 yıl önce ankara'daki nakşi masonlar semtinde bulunan cia mahallesindeki adreslerinden yine aynı mahalledeki mi6 mahallesi ilim yayma bulvarı nusra sokağa taşınmış vakıf üniversitesi.
  ",15 years ago in the neighborhood of Cia in the neighborhood of the Nakşi Masonlar district in the same neighborhood in the same neighborhood Mi6 Neighborhood Scientific Bulvari Nusra Street moved to the Foundation University.,1
"
    ""mit'in mensubu eski olmaz."" bir tabir :)
  ","""MIT's members will not be old.""A term :)",1
"
    güzel okul möööö
  ",Beautiful School Möööö,1
"
    mossad'ın türkiye şubesidir.
  ",It is the Turkish branch of MOSSAD.,1
"
    sertifika programlarindan birine onca isin gucun arasinda nasilsa online, kolay olur, ogrendigim de yanima kar kalir diye yazildigim, odevleri yuzunden gece uclere calistiran universite.<br/><br/>(bkz: `mit sloan`)&#13;
  ","One of the certificate programs, how it is online between all the powers, it would be easy, I have been written as I have been written to my side, the university that works from the face to the ends of the night.",1
"
    varoluşun bitimsiz enerjisini insanın kültürel anlamda her bir yaratımına akıtan gizemli yarık.
  ",The mysterious slit of the mysterious slit that flows the endless energy of existence to every cultural creation of man.,0
"
    “doğal destanlar ve mitoloji anlatıları için yapılan tanımlarda, üniversite yıllarından aklıma kazınmış şöyle bir madde var:
‘pozitif bilim çağından önce oluşmuş olması gerekir.’

yani kabaca diyor ki; mitolojik anlatılar binlerce yıl önce, insanların hala bunlara inandığı dönemlerde oluşmuştur, o yüzden de bir toplumun mitolojisinin oluşabilmesi için kadim dönemlere dayanan bir geçmişi olması gerekir. en klişe ifadeyle abd, uzak geçmişi olan bir topluluk olmadığı için mitoloisi de yoktur ama kızılderililerin mitolojisi vardır, gibi…

türk mitolojisine baktığımız zaman da bu büyülü anlatıların henüz doğayla iç içe yaşadıkları ve bilimin olmadığı dönemlerde, şamanizm, tengricilik ve animizm çerçevesinde, yaşadıkları her şeyi anlamlandırma çabalarının sonucu olarak ortaya çıktığını görüyoruz ki fuzuli bayat, mit ilkel insanın şuurundaki izahatlardır, der.”

(bkz: `türk mitolojisinde yıldırım/@ay hatun`)

""mit kutsal bir öyküyü anlatır; en eski zamanda, ‘başlangıçtaki’ masallara özgü zamanda olup bitmiş bir olayı anlatır. bir başka deyişle mit, doğaüstü varlıkların başarıları sayesinde, ister eksiksiz olarak bütün gerçeklik, yani kozmos olsun, isterse onun yalnızca bir parçası (sözgelimi bir ada, bir bitki türü, bir insan davranışı, bir kurum) olsun, bir gerçekliğin nasıl yaşama geçtiğini dile getirir. demek ki mit, her zaman bir ‘yaratılış’ın öyküsüdür: bir şeyin nasıl yaratıldığını, nasıl var olmaya başladığını anlatır."" <sup class=""ab"">[/?q=mircea+eliade *]</sup>
","“In the definitions made for natural epics and mythology narratives, I have a substance that has been engraved in my university years:
‘It must have been formed before the positive science age.’

So roughly says;Mythological narratives have been formed thousands of years ago when people still believe in them, so there must be a history of ancient times in order to form mythology of a society.In the most cliché, the United States has no mytholois because it is not a community with a distant history, but it has mythology of Indians.

When we look at Turkish mythology, we see that these magical narratives emerged as a result of their efforts to make sense of everything they experience within the framework of shamanism, tengicism and memory, in the absence of science with nature and there is no science.

(see: `` Lightning in Turkish mythology/@ay chick`))

""Myth tells a sacred story;",0
"
    insanlık yüzyıllardır gerçek bilgiyi ararken, bu gerçeği bulanların onu bulamayanlara sembolik bir anlatımla aktararak oluşturduğu hikayelerdir...
  ",Humanity is the stories created by those who find this fact by conveying this fact to those who cannot find it in a symbolic expression while looking for true information for centuries ...,0
"
    kız: hangi mitte yaşıyorsun?<br/><br/>ben: hakan fidan 15 temmuz gecesi neredeydi?&#13;
  ",Girl: Which myth do you live in?,0
"
    probability dersi cok iyiydi, keske amerikada dogsaydim
  ","Probability lesson was very good, I wish I was born in America",1
